"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"1" 0.994433187381786 -0.00759501182324482 0.00310160159431711 0.00903200927944655 -0.022791813921264 0.00794076343748455 -0.00417711372370614 -0.00683608531318188 -0.00706001812483185 -0.00986357722067754 0.00445635913661447 -0.0145304289989521 0.00687280809768876 -0.00418193307188297 0.00988639851631603 0.00127497456241202 0.00642863580091549 -0.0061924094945376 -0.0106561741208371 -0.0195356361598843 -0.00771345801672603 -0.00267525803425152 0.0136380119952952 0.00370627301307044 -0.00214439906496384 -0.0250677518171781 0.00424072267709723 0.00265556598247803 0.026256033859864 0.00494114586764798 -0.0160159055877449 -0.00536897753663919 0.00593073639911147 -0.00579657940763807 0.00480092275611929 -0.00100024854388386 0.0119406885910247 -0.00514134631609367 0.00916250555620421 0.0174803552101035 0.0220805447744648 -0.0230287874001157 -0.00214342610436851 -0.0149187110487357 -0.00974986224078873 0.0138295458857247 -0.0120873234773311 -0.00355560448304315 0.003891006840059 0.00749342786770084
"2" -0.00759501182324482 0.984460991051002 -0.00202544189358371 0.00866913356989205 -0.0112769130818206 0.00169614329483074 0.0170191459268175 0.0295453834598599 0.00463670630860059 -0.0105036413812778 0.00964318787105582 -0.0207543886967923 0.004239264003331 -0.00932870481939435 -0.0076694604507314 0.0120155079055262 0.00977990661458459 -0.000197169803310281 -0.00923122852300844 -0.00283099458201234 -0.00681609524730838 -0.00268085281060035 -0.00620642512770616 -0.00933101344152657 0.0212235983956313 0.00565834371748953 0.00839922827281702 -0.00399131564442469 0.0196295766009777 0.00975541254154677 -0.0101060237679825 -0.00274612721393294 -0.0010288702439235 0.0143614727229275 -0.0174093795858766 -0.0133133010725988 -0.017555734471872 -0.00376366119688722 0.00533385902980081 -0.00536278296598266 0.0149818366200013 -0.00326438331263565 0.00780857091546377 0.00402605381221726 0.00481010903762638 -0.00485114688120789 0.00766488642265741 -0.0112345398068408 -0.00192454447857776 -0.00616925945024389
"3" 0.00310160159431711 -0.00202544189358371 0.994893969886749 0.00384860852350182 0.0153158363716978 -0.000109654897811481 -0.0024409164963508 0.0186593406394711 0.00686469960227066 0.00294899442557841 0.00759985706731608 0.0165593709905253 -0.000409197907382269 0.000163949087500084 0.000870988014924415 -0.0129438604812194 -0.00893292710388139 0.00314471788360878 0.0121745231684503 0.0165709980680282 0.021694979456194 0.00103057885896421 -0.0115171381921003 -0.000216894497765608 0.00594848605038018 0.0108947349480432 -0.00759451325691614 -0.0172293566297248 -0.000606205501711938 -0.00420934933234667 0.0208445094916098 0.0152816384718006 0.000879882629797383 0.00155467411450697 -0.000437108743282738 -0.0138108689286471 0.001213104354252 -0.00144396500749776 -0.0163165969759936 0.00833625574266777 -0.00410189735476289 -0.0132704212703652 -0.004332362004925 -0.00892423583543265 0.00357733899265696 0.00623786333431674 -0.00512176572963342 -0.00253938187528577 0.00744828663776599 0.00724480195642843
"4" 0.00903200927944655 0.00866913356989205 0.00384860852350182 0.999210004829744 -0.00620501427162449 0.0295244818326554 -0.000335341710198422 -0.000713221235200421 -0.00510812992194288 -0.000107046493813218 -0.00478857691427699 -0.000999029385665058 0.00733747282891496 0.0136150291854221 0.0131091414415569 -0.0091110034441162 0.00905219819552268 -8.65420105689417e-05 0.0087609166016973 0.00321890967574483 0.000404244935205096 0.00918402405598761 -0.0033850779252043 -0.000240297960029526 -0.00791962782553378 -0.00813124075825524 -0.0160336352222303 -0.0121694737778802 -0.0104046441070187 0.00555662574668453 0.00173554409530646 -0.0118200584533687 0.00771141500281956 -0.00161857239907894 0.00499586668091617 -0.00543087757686533 -0.0117932810938871 0.0145480605799297 -0.00407623681947891 -0.00938436353348668 -0.0131222713068372 -0.000851119051211919 0.00336300197715846 0.00658731603817324 -0.00787541680322246 -0.0174399590883468 0.00469398142016857 0.00587447102491424 0.00293151982562881 0.00610394514115054
"5" -0.022791813921264 -0.0112769130818206 0.0153158363716978 -0.00620501427162449 1.02316318808441 0.00417074584123509 -0.0189857347668354 0.0118895289577771 -0.0103230853808454 0.0226564450203301 -0.0216567153819402 -0.00272418112333045 0.00520956908453403 -0.00329431544174159 -0.000803065999873875 0.00719058787679361 0.00191147259937483 -0.0134533540219668 0.0135042554436578 0.00428786280186847 0.00286098425732276 -0.000824995160841227 0.00530138092368279 0.00171526087145516 0.00187343559760492 0.0178114920188435 -0.0205343532662604 0.00994191996264429 -0.0110199842774914 0.00330766264002093 0.00984958613278476 0.00215541868051913 -0.00171722541985459 0.0112149840788343 0.00104403185605984 0.00524640353593491 -0.00340747354039526 0.00358396586480966 0.000590877681946504 0.0161970309206134 -0.00285173871650494 -0.010709225290487 -0.0132306541993547 0.000951887471484749 -0.00803443162084927 0.00642131715423411 -0.0062651596882041 0.00995756041846647 0.0250486763011736 0.0056067259625308
"6" 0.00794076343748455 0.00169614329483074 -0.000109654897811481 0.0295244818326554 0.00417074584123509 1.01246873365211 0.00376559363998865 0.00974979957024022 0.00693833857232488 -0.0025815597879338 -0.0133112421690018 -0.00319042068857753 0.00669515149048205 -0.00785797373292788 -0.0114764832860564 0.0107108904026392 -0.0164203030114604 -0.00651031259160309 0.00963178165876456 -0.00824688462958695 -0.0127423468938925 -0.00906125147936724 0.013560994389762 -0.00691376823265906 0.00089211957435085 -0.0047870552466617 0.0091966204197708 0.00633120105253777 0.0146651139748153 0.000221716036132158 -0.014315454623295 -0.00223452742001854 0.00555882134444758 0.00279581834868715 -0.0241408473627258 0.0242560131660254 0.00919567399622955 -0.00256416250158497 -0.00480020423919422 -0.000811284846504369 -0.00464896347419942 0.011597986806741 0.00762535141315724 0.0109069468109615 -0.000496296271570065 0.00243489730991404 0.00303610602974546 0.0216057501810446 0.0173292466326511 0.00519740967784251
"7" -0.00417711372370614 0.0170191459268175 -0.0024409164963508 -0.000335341710198422 -0.0189857347668354 0.00376559363998865 0.992206886927989 0.011737437304297 0.0133990551754666 -0.00560817395297977 0.00562041574828116 0.00166117033461789 0.00198826266908592 0.00887023325926649 0.0111202981224891 -0.0140727057361124 0.010535936234172 -0.0111760741274975 -0.000776381969729968 0.0187804966322327 -0.00670770109945875 0.00405788594941737 -0.00725218856340125 0.00650262092244398 0.00306168932462144 0.00109783238543642 -0.000636395278804097 0.00110747908800341 0.000219827432914218 -0.00594834435279183 -0.000574714589643337 0.00487480770152529 0.00677968200471067 0.00376783834149083 -0.0165997460832859 -0.0138665088264558 0.000116079181557087 -0.00729491588763399 -0.00920908186602814 -0.00777155007039324 0.0121234286785844 -0.0108834361666642 0.00249542405195451 0.011470816098279 0.00233160555605282 -0.0175345980689563 0.00862585044965827 0.0084507965794704 0.0135448502245908 0.0047076779571809
"8" -0.00683608531318188 0.0295453834598599 0.0186593406394711 -0.000713221235200421 0.0118895289577771 0.00974979957024022 0.011737437304297 0.99028073203272 -0.00373201295328212 -0.0025101081222033 -0.00422732008403796 -0.00723935153015988 0.00883726142567676 0.00207271108898533 -0.00158883455546426 0.00425280082851382 0.0126750442408253 0.00339499869339866 0.00694933562433254 0.0065377257569633 -0.0109445849229483 -0.0134284737620436 -0.00932925443830196 0.00458557784889647 -1.43313399568787e-05 -0.00838914837536444 -0.0010836195642452 0.00705716262030303 0.0236635982007876 -0.00218498799981581 -0.00590160979991503 0.0131691162244571 0.00923518955006283 -0.00660275142914154 0.00801518747489609 -0.00752587029974518 0.00884310272529537 -0.0282822503428034 0.0123852028213375 0.0161623020464052 0.0118253761615641 0.0128905455937877 -0.00561828984054129 0.00433643121701127 -0.00169090736567901 0.00160385986497717 0.00370766469222566 -0.000373363287900208 0.00452560043277118 0.0065628523989523
"9" -0.00706001812483185 0.00463670630860059 0.00686469960227066 -0.00510812992194288 -0.0103230853808454 0.00693833857232488 0.0133990551754666 -0.00373201295328212 0.973728146865453 0.00948206907564475 0.0122226343065296 -0.02029109461281 -0.00755861588402054 -0.00708101202235829 -0.00249076082307397 0.0149378599269017 -0.00330775210670232 -0.00482459608306422 0.00742564647616767 0.0186116452858999 0.021483590615962 -0.00534886868233893 -0.00877105549294921 -0.0105591914032714 0.0101800464516692 -0.0199440504193863 -0.0091751227651494 0.00124281124272049 0.00389875482624217 0.00955461960594751 0.00958583811510843 -0.00621946633287005 -0.00571523427523614 -0.00235517861077552 -0.00656634510846929 0.0148187131811619 0.00901119209868901 0.00675953373725181 -0.00121956436764479 0.0058715490619749 -0.00626100634216031 -0.00161628546003777 0.000389815837700208 -0.013763190464243 -0.0076479626107976 0.00455080237473719 0.0137308959914488 -0.00578095717451256 0.00185157307795435 -0.0120084690686506
"10" -0.00986357722067754 -0.0105036413812778 0.00294899442557841 -0.000107046493813218 0.0226564450203301 -0.0025815597879338 -0.00560817395297977 -0.0025101081222033 0.00948206907564475 1.00598865682868 0.00247405389192723 0.0149725859768962 0.000260921673697341 -0.00934268829553803 0.00674404131220421 0.0115646783306012 -0.0154248033789079 -0.00704452016059391 0.00636937615181833 -0.00126766907603971 0.0201915410698243 0.012199886233572 0.00824747367467537 -0.0136700249270696 0.00556832463585956 0.00628996391343773 -0.00276243395814303 -0.000334504611326771 -0.00687422179651745 0.00680122723394306 -0.0050765866242115 0.00217991275417353 -0.0163607667304757 -0.00746469698769361 0.010984757329611 -0.0131035756504066 0.0134501474552727 -0.00796307845494549 -0.010211449080904 -0.00528573092151573 -0.00563026956530192 0.00689952345133473 -0.00294924065528095 -4.98234051256534e-05 -0.000244446637790413 0.00787657397235661 -0.019859034393661 0.00862309010669828 -0.00115405634911709 -0.012845674866963
