"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" 1.40314690113771 0 0.215978341129278 0 -0.51246949662027 0 0 0 0 0 0 0 -0.591350981994081 0 0 0 0 0 0 0
"2" 0 1.63941442781703 0 -1.75072346520365 0 -0.31850434936392 -0.248479680397082 0.639414427817034 0.0165102470998663 0 0.872068276758365 0.430109962749902 0 0 0.573077838759341 -0.0452052311561501 0.639414427817034 0 0.107262153853328 -0.31850434936392
"3" 0.215978341129278 0 1.18716856000843 0 -0.0788814853738109 0 0 0 0 0 0 0 -0.51246949662027 0 0 0 0 0 0 0
"4" 0 -1.75072346520365 0 4.79349936171871 0 0.872068276758365 0.680339992612669 -1.75072346520365 -0.0452052311561501 0 -2.38773216393149 -1.17764562644431 0 0 -1.56909318285083 0.123772400953194 -1.75072346520365 0 -0.293684911553232 0.872068276758365
"5" -0.51246949662027 0 -0.0788814853738109 0 1.18716856000843 0 0 0 0 0 0 0 0.215978341129278 0 0 0 0 0 0 0
"6" 0 -0.31850434936392 0 0.872068276758365 0 1.34058028026968 0.123772400953194 -0.31850434936392 -0.008224064521555 0 -0.932512409032435 -0.214245859775621 0 0 -0.285460847031677 0.0225175756299249 -0.31850434936392 0 -0.0534292956777051 0.340580280269676
"7" 0 -0.248479680397082 0 0.680339992612669 0 0.123772400953194 1.54917027437397 -0.248479680397082 -0.102934710753042 0 -0.338890142709382 0.0564489763751017 0 0 -0.834897886878539 0.281836326581713 -0.248479680397082 0 -0.668736131861406 0.123772400953194
"8" 0 0.639414427817034 0 -1.75072346520365 0 -0.31850434936392 -0.248479680397082 1.63941442781703 0.0165102470998663 0 0.872068276758365 0.430109962749902 0 0 0.573077838759341 -0.0452052311561501 0.639414427817034 0 0.107262153853328 -0.31850434936392
"9" 0 0.0165102470998663 0 -0.0452052311561501 0 -0.008224064521555 -0.102934710753042 0.0165102470998663 1.18876677799521 0 0.0225175756299249 -0.00375075558290355 0 0 0.0554748396065741 -0.51684543436931 0.0165102470998663 0 0.226361486975139 -0.008224064521555
"10" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"11" 0 0.872068276758365 0 -2.38773216393149 0 -0.932512409032435 -0.338890142709382 0.872068276758365 0.0225175756299249 0 2.55322883729772 0.586607429726689 0 0 0.781594817935938 -0.0616533601992601 0.872068276758365 0 0.146289976583119 -0.932512409032435
"12" 0 0.430109962749902 0 -1.17764562644431 0 -0.214245859775621 0.0564489763751017 0.430109962749902 -0.00375075558290355 0 0.586607429726689 1.47765921420136 0 0 -0.130190353309873 0.010269608450424 0.430109962749902 0 -0.0243675409559974 -0.214245859775621
"13" -0.591350981994081 0 -0.51246949662027 0 0.215978341129278 0 0 0 0 0 0 0 1.40314690113771 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"15" 0 0.573077838759341 0 -1.56909318285083 0 -0.285460847031677 -0.834897886878539 0.573077838759341 0.0554748396065741 0 0.781594817935938 -0.130190353309873 0 0 1.92555574698298 -0.151890697492095 0.573077838759341 0 0.360403496378757 -0.285460847031677
"16" 0 -0.0452052311561501 0 0.123772400953194 0 0.0225175756299249 0.281836326581713 -0.0452052311561501 -0.51684543436931 0 -0.0616533601992601 0.010269608450424 0 0 -0.151890697492095 1.41512826497035 -0.0452052311561501 0 -0.619780145122352 0.0225175756299249
"17" 0 0.639414427817034 0 -1.75072346520365 0 -0.31850434936392 -0.248479680397082 0.639414427817034 0.0165102470998663 0 0.872068276758365 0.430109962749902 0 0 0.573077838759341 -0.0452052311561501 1.63941442781703 0 0.107262153853328 -0.31850434936392
"18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"19" 0 0.107262153853328 0 -0.293684911553232 0 -0.0534292956777051 -0.668736131861406 0.107262153853328 0.226361486975139 0 0.146289976583119 -0.0243675409559974 0 0 0.360403496378757 -0.619780145122352 0.107262153853328 0 1.47060310457692 -0.0534292956777051
"20" 0 -0.31850434936392 0 0.872068276758365 0 0.340580280269676 0.123772400953194 -0.31850434936392 -0.00822406452155501 0 -0.932512409032435 -0.214245859775621 0 0 -0.285460847031677 0.0225175756299249 -0.31850434936392 0 -0.0534292956777051 1.34058028026968
