"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" 0.989540456933662 0.00612215632851542 -0.0310546472008402 -0.0352683953601971 -0.0371098974679256 0.00317684755629279 -0.0417932527202523 0.00199092730523662 -0.00902085620899614 -0.0163813134532155 -0.032193563024772 0.00554306641692572 -0.0194496532172235 -0.0143069599401932 -0.0142901984526151 -0.0191501680495103 -0.0193637148642832 -0.00278927401658665 -0.0273583189962134 -0.0147748167778689
"2" 0.00612215632851541 0.92789296174582 -0.0352784347979997 -0.0264656743725554 -0.0235347548133372 -0.0462378126501522 -0.0168093660877033 -0.0190093729775349 -0.00627198653051338 -0.0352093103008044 -0.0200676303696491 -0.0230307024394117 -0.0204949872152577 -0.0142147714497512 -0.0254846097230409 -0.0175497328269654 -0.0372333623339856 -0.00707663145234156 -0.0153882576489237 -0.0244982891739749
"3" -0.0310546472008401 -0.0352784347979996 1.02646489765176 -0.0208973339112288 -0.039379199973835 -0.0517455497133336 -0.00665665589071272 -0.0287194621123097 -0.0252174440062667 -0.0343634090262033 -0.0400277382240654 -0.0246454762008876 -0.0219466982988873 -0.0294641846674567 -0.0143244887509391 -0.0561247933008096 -0.0364651278861831 -0.0210723782933052 -0.0203784912246413 -0.00863449722517517
"4" -0.0352683953601971 -0.0264656743725554 -0.0208973339112288 0.990183517106656 -0.0504137518439851 -0.0110870378443455 -0.0219742303021671 -0.0442074110920079 -0.0354739380019345 -0.0234825274267626 -0.00132028067813488 -0.0317682539896444 -0.0402963153827856 -0.00209529910452993 -0.0260413780679973 -0.0474983592097436 -0.0275358611989568 -0.00342254493591144 -0.0212054499284287 -0.0431348705660316
"5" -0.0371098974679257 -0.0235347548133372 -0.039379199973835 -0.0504137518439851 0.997701524497541 -0.0448910034730014 0.00868636192611458 0.00163675758797877 -0.00838144629084089 -0.0292138310199874 -0.0111745938066241 -0.00948129688110144 0.00955571037628618 -0.0366689061189313 -0.00458877455506526 -0.0120080286460988 -0.0391098012499743 -0.0077303265331965 -0.0355320850777225 -0.00511287415541168
"6" 0.00317684755629279 -0.0462378126501522 -0.0517455497133336 -0.0110870378443455 -0.0448910034730014 1.0061605660755 -0.0473751412753865 -0.0269143438508461 -0.0260585311501548 -0.0257261751785295 -0.00248351295453333 0.0138606762219202 -0.0207778529066374 -0.0267336521790876 -0.00194142068822436 -0.0186460035709132 -0.0290231702746797 -0.0133973993381094 -0.0198999889111817 -0.0270035424793562
"7" -0.0417932527202523 -0.0168093660877033 -0.00665665589071273 -0.021974230302167 0.00868636192611458 -0.0473751412753865 0.999263724837539 -0.0131155217019888 -0.0248939183684798 -0.00761717845717837 -0.0266454969721782 -0.0472504664975303 -0.0393202433191143 -0.028928372119438 0.000449634239181761 -0.0298442012985652 -0.0317392715141025 -0.0319302329667 -0.0335297414864958 -0.0333908002996212
"8" 0.00199092730523662 -0.0190093729775349 -0.0287194621123097 -0.0442074110920079 0.00163675758797877 -0.0269143438508461 -0.0131155217019888 0.943828641818117 -0.0431647072311749 0.00620238133504656 -0.0171962571673966 -0.0471881014290975 -0.0254038032228384 -0.00813177685320058 -0.0181935168967578 0.00403516610206404 -0.00749699490859138 -0.0164811619306984 -0.0496517792029037 -0.0183592527965298
"9" -0.00902085620899614 -0.00627198653051338 -0.0252174440062667 -0.0354739380019345 -0.0083814462908409 -0.0260585311501548 -0.0248939183684798 -0.0431647072311749 0.983940629692843 -0.0398767319782702 -0.0039073505875928 0.0100803578254111 -0.0451402134755523 -0.0154612734413177 -0.0143287032571568 -0.00976341233847753 -0.0287737903722753 -0.0177286527630611 -0.0271243116955326 0.00385090204270398
"10" -0.0163813134532155 -0.0352093103008044 -0.0343634090262033 -0.0234825274267626 -0.0292138310199874 -0.0257261751785295 -0.00761717845717837 0.00620238133504656 -0.0398767319782702 0.955697242844766 -0.0238616402765909 -0.0159681088540331 -0.00673265802159461 -0.0237724261252622 -0.0291703396534345 -0.0131445290033945 -0.0346836138853852 -0.0149360867362639 -0.0314132954255272 -0.0227994011786762
"11" -0.032193563024772 -0.0200676303696491 -0.0400277382240654 -0.00132028067813488 -0.0111745938066241 -0.00248351295453333 -0.0266454969721782 -0.0171962571673966 -0.0039073505875928 -0.0238616402765909 1.00278305928091 -0.0424291752025793 -0.0188158602293367 -0.00645209558872344 -0.0297794199850356 -0.0281010591950685 -0.0489319859064018 -0.0103438827880194 -0.0241061603370861 -0.0385594544688369
