"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"1" 1.53232296137339 -0.0301770386266106 -0.0301770386266083 -0.0301770386266089 -0.0301770386266091 -0.0301770386266087 -0.0301770386266093 -0.0301770386266091 -0.0301770386266097 -0.0301770386266092 -0.0301770386266097 -0.0301770386266099 -0.0301770386266093 -0.0301770386266095 -0.0301770386266091 -0.0301770386266096 -0.0301770386266095 -0.0301770386266095 -0.0301770386266097 -0.0301770386266093 -0.0301770386266092 -0.0301770386266098 -0.0301770386266096 -0.0301770386266096 -0.0301770386266097 -0.0301770386266095 -0.0301770386266093 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266093 -0.0301770386266096 -0.0301770386266097 -0.0301770386266093 -0.0301770386266098 -0.0301770386266092 -0.0301770386266096 -0.0301770386266097 -0.0301770386266096 -0.0301770386266092 -0.0301770386266091 -0.0301770386266092 -0.0301770386266094 -0.0301770386266094 -0.0301770386266093
"2" -0.0301770386266098 1.53232296137339 -0.0301770386266083 -0.0301770386266088 -0.0301770386266092 -0.0301770386266088 -0.0301770386266093 -0.0301770386266088 -0.0301770386266097 -0.0301770386266091 -0.0301770386266096 -0.0301770386266098 -0.0301770386266092 -0.0301770386266093 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266097 -0.0301770386266092 -0.0301770386266092 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266093 -0.0301770386266096 -0.0301770386266094 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266093 -0.0301770386266096 -0.0301770386266094 -0.0301770386266096 -0.0301770386266096 -0.0301770386266094 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266096 -0.0301770386266096 -0.0301770386266097 -0.0301770386266097 -0.0301770386266097 -0.0301770386266097 -0.0301770386266097
"3" -0.0301770386266093 -0.0301770386266093 1.53232296137339 -0.0301770386266089 -0.0301770386266092 -0.0301770386266088 -0.0301770386266093 -0.030177038626609 -0.0301770386266097 -0.0301770386266092 -0.0301770386266096 -0.0301770386266098 -0.0301770386266092 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266097 -0.0301770386266093 -0.0301770386266093 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266096 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266093 -0.0301770386266096 -0.0301770386266093 -0.0301770386266094 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266093 -0.0301770386266095 -0.0301770386266093 -0.0301770386266093 -0.0301770386266093 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095
"4" -0.0301770386266094 -0.0301770386266094 -0.0301770386266093 1.53232296137339 -0.0301770386266092 -0.0301770386266089 -0.0301770386266094 -0.030177038626609 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266099 -0.0301770386266092 -0.0301770386266095 -0.030177038626609 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266096 -0.0301770386266093 -0.0301770386266092 -0.0301770386266096 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094
"5" -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 1.53232296137339 -0.0301770386266087 -0.0301770386266092 -0.0301770386266089 -0.0301770386266096 -0.0301770386266091 -0.0301770386266095 -0.0301770386266097 -0.0301770386266091 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266096 -0.0301770386266092 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266093 -0.0301770386266096 -0.0301770386266093 -0.0301770386266093 -0.0301770386266094 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094
"6" -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 1.53232296137339 -0.0301770386266093 -0.0301770386266089 -0.0301770386266097 -0.0301770386266092 -0.0301770386266096 -0.0301770386266098 -0.0301770386266092 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266095 -0.0301770386266095 -0.0301770386266097 -0.0301770386266093 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266093 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095
"7" -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 1.53232296137339 -0.030177038626609 -0.0301770386266096 -0.0301770386266092 -0.0301770386266095 -0.0301770386266098 -0.0301770386266092 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266092 -0.0301770386266092 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266093 -0.0301770386266093 -0.0301770386266095 -0.0301770386266093 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266093 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095
"8" -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 1.53232296137339 -0.0301770386266096 -0.0301770386266092 -0.0301770386266096 -0.0301770386266098 -0.0301770386266092 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266097 -0.0301770386266093 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094
"9" -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266096 1.53232296137339 -0.0301770386266092 -0.0301770386266096 -0.0301770386266098 -0.0301770386266091 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266097 -0.0301770386266093 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094
"10" -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 1.53232296137339 -0.0301770386266096 -0.0301770386266098 -0.0301770386266092 -0.0301770386266094 -0.0301770386266091 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266096 -0.0301770386266093 -0.0301770386266093 -0.0301770386266096 -0.0301770386266095 -0.0301770386266096 -0.0301770386266096 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266096 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266095 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266094 -0.0301770386266095 -0.0301770386266094
